YHIWRFOESVGV_7	0.01	5	700	0.5	7	gene1945	349	349	442	gene1945	2.72E-02	8.16E-01	8.26E-01	2.56E-02	1.17E-01	8.31E-03
YHIWRFOESVGV_8	0.01	5	700	0.5	8	gene1945	349	349	442	gene1945	2.58E-02	3.39E-01	3.40E-01	1.14E-01	1.19E-01	3.62E-02
YHIWRFOESVGV_9	0.01	5	700	0.5	9	gene1945	349	349	442	gene1945	2.15E-02	1.92E-01	1.92E-01	1.70E-01	1.31E-01	4.94E-02
YHIWRFOESVGV_10	0.01	5	700	0.5	10	gene1945	349	349	442	gene1945	2.29E-02	3.12E-01	3.12E-01	1.28E-01	1.27E-01	3.83E-02
DRRGMWEONVVC_1	0.01	5	800	0.5	1	gene1945	399	399	342	gene1945	2.63E-02	8.25E-01	8.25E-01	-2.45E-02	1.11E-01	7.83E-03
DRRGMWEONVVC_2	0.01	5	800	0.5	2	gene1945	399	399	342	gene1945	2.76E-02	3.87E-01	3.88E-01	9.35E-02	1.08E-01	3.06E-02
DRRGMWEONVVC_3	0.01	5	800	0.5	3	gene1945	399	399	342	gene1945	2.51E-02	6.51E-01	6.51E-01	5.13E-02	1.13E-01	1.60E-02
DRRGMWEONVVC_4	0.01	5	800	0.5	4	gene1945	399	399	342	gene1945	2.63E-02	1.22E-01	1.22E-01	1.71E-01	1.11E-01	5.48E-02
DRRGMWEONVVC_5	0.01	5	800	0.5	5	gene1945	399	399	342	gene1945	2.51E-02	1.74E-01	1.75E-01	1.54E-01	1.13E-01	4.81E-02
DRRGMWEONVVC_6	0.01	5	800	0.5	6	gene1945	399	399	342	gene1945	2.51E-02	3.65E-01	3.66E-01	1.03E-01	1.13E-01	3.21E-02
DRRGMWEONVVC_7	0.01	5	800	0.5	7	gene1945	399	399	342	gene1945	2.63E-02	1.22E-01	1.10E-01	1.77E-01	1.11E-01	5.66E-02
DRRGMWEONVVC_8	0.01	5	800	0.5	8	gene1945	399	399	342	gene1945	2.51E-02	7.00E-02	7.02E-02	2.05E-01	1.13E-01	6.41E-02
DRRGMWEONVVC_9	0.01	5	800	0.5	9	gene1945	399	399	342	gene1945	2.63E-02	4.66E-02	4.66E-02	2.20E-01	1.10E-01	7.05E-02
DRRGMWEONVVC_10	0.01	5	800	0.5	10	gene1945	399	399	342	gene1945	2.63E-02	1.50E-02	1.50E-02	2.69E-01	1.10E-01	8.61E-02
RUUXDWSMEYRD_1	0.01	5	900	0.5	1	gene1945	449	449	242	gene1945	2.56E-02	2.91E-01	2.91E-01	1.12E-01	1.06E-01	3.52E-02
RUUXDWSMEYRD_2	0.01	5	900	0.5	2	gene1945	449	449	242	gene1945	2.45E-02	8.42E-02	8.44E-02	1.86E-01	1.08E-01	5.76E-02
RUUXDWSMEYRD_3	0.01	5	900	0.5	3	gene1945	449	449	242	gene1945	2.56E-02	2.01E-02	2.01E-02	2.45E-01	1.05E-01	7.75E-02
RUUXDWSMEYRD_4	0.01	5	900	0.5	4	gene1945	449	449	242	gene1945	2.67E-02	1.30E-02	1.30E-02	2.57E-01	1.03E-01	8.29E-02
RUUXDWSMEYRD_5	0.01	5	900	0.5	5	gene1945	449	449	242	gene1945	2.56E-02	2.01E-02	2.01E-02	2.45E-01	1.05E-01	7.75E-02
RUUXDWSMEYRD_6	0.01	5	900	0.5	6	gene1945	449	449	242	gene1945	2.23E-02	3.66E-01	3.66E-01	1.02E-01	1.13E-01	3.02E-02
RUUXDWSMEYRD_7	0.01	5	900	0.5	7	gene1945	449	449	242	gene1945	2.56E-02	2.01E-02	2.01E-02	2.45E-01	1.05E-01	7.75E-02
RUUXDWSMEYRD_8	0.01	5	900	0.5	8	gene1945	449	449	242	gene1945	2.67E-02	6.79E-01	6.79E-01	-4.28E-02	1.04E-01	1.38E-02
RUUXDWSMEYRD_9	0.01	5	900	0.5	9	gene1945	449	449	242	gene1945	2.45E-02	3.88E-01	3.88E-01	9.32E-02	1.08E-01	2.88E-02
RUUXDWSMEYRD_10	0.01	5	900	0.5	10	gene1945	449	449	242	gene1945	2.56E-02	1.39E-01	1.40E-01	1.56E-01	1.06E-01	4.93E-02
XWPEGYVZULPY_1	0.01	5	1000	0.5	1	gene1945	499	499	142	gene1945	2.51E-02	8.39E-01	8.66E-01	1.73E-02	1.03E-01	5.35E-03
XWPEGYVZULPY_2	0.01	5	1000	0.5	2	gene1945	499	499	142	gene1945	2.51E-02	3.11E-01	4.56E-01	7.63E-02	1.02E-01	2.36E-02
XWPEGYVZULPY_3	0.01	5	1000	0.5	3	gene1945	499	499	142	gene1945	2.51E-02	5.43E-01	5.28E-01	6.42E-02	1.02E-01	2.00E-02
XWPEGYVZULPY_4	0.01	5	1000	0.5	4	gene1945	499	499	142	gene1945	2.51E-02	5.43E-01	5.44E-01	6.15E-02	1.01E-01	1.92E-02
XWPEGYVZULPY_5	0.01	5	1000	0.5	5	gene1945	499	499	142	gene1945	2.51E-02	3.11E-01	4.32E-01	8.02E-02	1.02E-01	2.49E-02
XWPEGYVZULPY_6	0.01	5	1000	0.5	6	gene1945	499	499	142	gene1945	2.51E-02	8.46E-03	8.43E-03	2.67E-01	1.01E-01	8.34E-02
XWPEGYVZULPY_7	0.01	5	1000	0.5	7	gene1945	499	499	142	gene1945	2.51E-02	2.59E-02	2.59E-02	2.26E-01	1.01E-01	7.05E-02
XWPEGYVZULPY_8	0.01	5	1000	0.5	8	gene1945	499	499	142	gene1945	2.51E-02	3.11E-01	3.12E-01	1.03E-01	1.01E-01	3.21E-02
XWPEGYVZULPY_9	0.01	5	1000	0.5	9	gene1945	499	499	142	gene1945	2.51E-02	3.11E-01	3.33E-01	9.83E-02	1.02E-01	3.07E-02
XWPEGYVZULPY_10	0.01	5	1000	0.5	10	gene1945	499	499	142	gene1945	2.51E-02	1.56E-01	1.60E-01	1.43E-01	1.02E-01	4.45E-02
ULIIBATNQFDT_1	0.01	10	100	0.5	1	gene1945	49	49	1042	gene1945	1.02E-02	3.15E-01	3.20E-01	-5.05E-01	5.05E-01	1.02E-01	bad-chisq
ULIIBATNQFDT_2	0.01	10	100	0.5	2	gene1945	49	49	1042	gene1945	1.02E-02	3.15E-01	3.20E-01	-5.05E-01	5.05E-01	1.02E-01	bad-chisq
ULIIBATNQFDT_3	0.01	10	100	0.5	3	gene1945	49	49	1042	gene1945	3.06E-02	5.58E-01	7.80E-01	8.42E-02	3.01E-01	2.85E-02	bad-chisq
ULIIBATNQFDT_4	0.01	10	100	0.5	4	gene1945	49	49	1042	gene1945	1.02E-02	3.15E-01	3.20E-01	-5.05E-01	5.05E-01	1.02E-01	bad-chisq
ULIIBATNQFDT_5	0.01	10	100	0.5	5	gene1945	49	49	1042	gene1945	3.06E-02	7.85E-02	4.33E-02	-5.93E-01	2.89E-01	2.05E-01	bad-chisq
ULIIBATNQFDT_6	0.01	10	100	0.5	6	gene1945	49	49	1042	gene1945	3.06E-02	5.58E-01	5.62E-01	1.72E-01	2.96E-01	5.92E-02	bad-chisq
ULIIBATNQFDT_7	0.01	10	100	0.5	7	gene1945	49	49	1042	gene1945	4.08E-02	3.07E-01	6.02E-01	1.41E-01	2.69E-01	5.33E-02	bad-chisq
ULIIBATNQFDT_8	0.01	10	100	0.5	8	gene1945	49	49	1042	gene1945	1.02E-02	3.15E-01	5.22E-01	3.34E-01	5.20E-01	6.54E-02	bad-chisq
ULIIBATNQFDT_9	0.01	10	100	0.5	9	gene1945	49	49	1042	gene1945	2.04E-02	1.53E-01	1.56E-01	5.10E-01	3.57E-01	1.44E-01	bad-chisq
ULIIBATNQFDT_10	0.01	10	100	0.5	10	gene1945	49	49	1042	gene1945	3.06E-02	5.58E-01	5.43E-01	1.82E-01	2.98E-01	6.22E-02	bad-chisq
TJCVEUQCLXYT_1	0.01	10	200	0.5	1	gene1945	99	99	942	gene1945	2.02E-02	3.12E-01	4.19E-01	-2.09E-01	2.58E-01	5.78E-02	bad-chisq
TJCVEUQCLXYT_2	0.01	10	200	0.5	2	gene1945	99	99	942	gene1945	2.02E-02	3.12E-01	2.92E-01	2.75E-01	2.60E-01	7.52E-02	bad-chisq
TJCVEUQCLXYT_3	0.01	10	200	0.5	3	gene1945	99	99	942	gene1945	5.05E-03	3.16E-01	2.89E-01	5.30E-01	4.98E-01	7.58E-02	bad-chisq
TJCVEUQCLXYT_4	0.01	10	200	0.5	4	gene1945	99	99	942	gene1945	1.52E-02	8.09E-02	8.17E-02	5.08E-01	2.90E-01	1.24E-01	bad-chisq
TJCVEUQCLXYT_5	0.01	10	200	0.5	5	gene1945	99	99	942	gene1945	3.03E-02	9.73E-02	1.35E-01	3.19E-01	2.12E-01	1.07E-01	bad-chisq
TJCVEUQCLXYT_6	0.01	10	200	0.5	6	gene1945	99	99	942	gene1945	2.53E-02	6.51E-01	7.76E-01	-6.60E-02	2.31E-01	2.04E-02	bad-chisq
TJCVEUQCLXYT_9	0.01	10	200	0.5	9	gene1945	99	99	942	gene1945	1.01E-02	1.55E-01	2.81E-01	3.93E-01	3.64E-01	7.69E-02	bad-chisq
TJCVEUQCLXYT_10	0.01	10	200	0.5	10	gene1945	99	99	942	gene1945	1.01E-02	1.55E-01	1.57E-01	5.05E-01	3.55E-01	1.01E-01	bad-chisq
VLUCKMGUJCIT_1	0.01	10	300	0.5	1	gene1945	149	149	842	gene1945	1.68E-02	6.52E-01	6.22E-01	1.12E-01	2.27E-01	2.87E-02	bad-chisq
VLUCKMGUJCIT_2	0.01	10	300	0.5	2	gene1945	149	149	842	gene1945	1.68E-02	2.41E-02	2.41E-02	5.09E-01	2.24E-01	1.31E-01	bad-chisq
VLUCKMGUJCIT_3	0.01	10	300	0.5	3	gene1945	149	149	842	gene1945	2.01E-02	9.90E-02	9.97E-02	3.40E-01	2.06E-01	9.56E-02	bad-chisq
VLUCKMGUJCIT_4	0.01	10	300	0.5	4	gene1945	149	149	842	gene1945	3.02E-02	3.10E-01	3.12E-01	1.72E-01	1.70E-01	5.88E-02
VLUCKMGUJCIT_5	0.01	10	300	0.5	5	gene1945	149	149	842	gene1945	2.35E-02	5.58E-02	5.61E-02	3.66E-01	1.91E-01	1.11E-01	bad-chisq
VLUCKMGUJCIT_7	0.01	10	300	0.5	7	gene1945	149	149	842	gene1945	1.68E-02	1.76E-01	1.77E-01	3.05E-01	2.26E-01	7.84E-02	bad-chisq
VLUCKMGUJCIT_8	0.01	10	300	0.5	8	gene1945	149	149	842	gene1945	2.01E-02	4.09E-01	4.11E-01	1.70E-01	2.07E-01	4.78E-02	bad-chisq
VLUCKMGUJCIT_9	0.01	10	300	0.5	9	gene1945	149	149	842	gene1945	1.68E-02	6.52E-01	6.58E-01	1.00E-01	2.26E-01	2.57E-02	bad-chisq
VLUCKMGUJCIT_10	0.01	10	300	0.5	10	gene1945	149	149	842	gene1945	2.68E-02	4.74E-01	4.75E-01	1.28E-01	1.80E-01	4.15E-02	bad-chisq
AUNPVKOOVIMO_1	0.01	10	400	0.5	1	gene1945	199	199	742	gene1945	1.51E-02	9.99E-02	1.08E-01	3.32E-01	2.06E-01	8.07E-02	bad-chisq
AUNPVKOOVIMO_2	0.01	10	400	0.5	2	gene1945	199	199	742	gene1945	2.26E-02	7.36E-01	7.37E-01	5.68E-02	1.69E-01	1.69E-02	bad-chisq
AUNPVKOOVIMO_3	0.01	10	400	0.5	3	gene1945	199	199	742	gene1945	2.76E-02	3.59E-01	3.60E-01	1.40E-01	1.53E-01	4.60E-02
AUNPVKOOVIMO_4	0.01	10	400	0.5	4	gene1945	199	199	742	gene1945	1.76E-02	5.66E-02	5.68E-02	3.64E-01	1.90E-01	9.56E-02	bad-chisq
AUNPVKOOVIMO_5	0.01	10	400	0.5	5	gene1945	199	199	742	gene1945	3.02E-02	1.90E-02	3.67E-02	3.11E-01	1.49E-01	1.05E-01
AUNPVKOOVIMO_6	0.01	10	400	0.5	6	gene1945	199	199	742	gene1945	1.26E-02	6.53E-01	5.97E-01	1.20E-01	2.27E-01	2.66E-02	bad-chisq
AUNPVKOOVIMO_7	0.01	10	400	0.5	7	gene1945	199	199	742	gene1945	2.51E-02	1.04E-02	1.21E-02	4.04E-01	1.60E-01	1.26E-01	bad-chisq
AUNPVKOOVIMO_8	0.01	10	400	0.5	8	gene1945	199	199	742	gene1945	3.02E-02	7.86E-02	7.90E-02	2.58E-01	1.46E-01	8.82E-02
AUNPVKOOVIMO_9	0.01	10	400	0.5	9	gene1945	199	199	742	gene1945	2.76E-02	3.59E-01	3.60E-01	1.40E-01	1.53E-01	4.60E-02
AUNPVKOOVIMO_10	0.01	10	400	0.5	10	gene1945	199	199	742	gene1945	1.26E-02	6.53E-01	6.54E-01	1.01E-01	2.26E-01	2.26E-02	bad-chisq
TINLYJTLIQMB_1	0.01	10	500	0.5	1	gene1945	249	249	642	gene1945	2.61E-02	4.91E-02	3.55E-02	2.98E-01	1.41E-01	9.43E-02
TINLYJTLIQMB_2	0.01	10	500	0.5	2	gene1945	249	249	642	gene1945	2.41E-02	2.42E-01	2.43E-01	1.71E-01	1.46E-01	5.24E-02
TINLYJTLIQMB_5	0.01	10	500	0.5	5	gene1945	249	249	642	gene1945	2.61E-02	4.91E-02	4.93E-02	2.76E-01	1.40E-01	8.82E-02
TINLYJTLIQMB_6	0.01	10	500	0.5	6	gene1945	249	249	642	gene1945	2.81E-02	2.78E-01	2.66E-01	1.51E-01	1.36E-01	4.99E-02
TINLYJTLIQMB_7	0.01	10	500	0.5	7	gene1945	249	249	642	gene1945	2.01E-02	5.23E-01	5.24E-01	1.02E-01	1.60E-01	2.86E-02
TINLYJTLIQMB_8	0.01	10	500	0.5	8	gene1945	249	249	642	gene1945	2.21E-02	3.28E-02	3.29E-02	3.25E-01	1.52E-01	9.56E-02
TINLYJTLIQMB_9	0.01	10	500	0.5	9	gene1945	249	249	642	gene1945	2.21E-02	3.28E-02	5.24E-02	3.01E-01	1.55E-01	8.70E-02
TINLYJTLIQMB_10	0.01	10	500	0.5	10	gene1945	249	249	642	gene1945	2.41E-02	2.42E-01	2.43E-01	1.71E-01	1.46E-01	5.24E-02
GNFSVFFNIRKA_1	0.01	10	600	0.5	1	gene1945	299	299	542	gene1945	2.51E-02	6.72E-02	6.74E-02	2.39E-01	1.31E-01	7.49E-02
GNFSVFFNIRKA_2	0.01	10	600	0.5	2	gene1945	299	299	542	gene1945	2.84E-02	4.60E-01	4.61E-01	9.08E-02	1.23E-01	3.02E-02
GNFSVFFNIRKA_3	0.01	10	600	0.5	3	gene1945	299	299	542	gene1945	2.34E-02	3.05E-02	2.58E-02	3.03E-01	1.35E-01	9.11E-02
GNFSVFFNIRKA_4	0.01	10	600	0.5	4	gene1945	299	299	542	gene1945	2.17E-02	1.61E-01	1.46E-01	2.05E-01	1.41E-01	5.95E-02
GNFSVFFNIRKA_5	0.01	10	600	0.5	5	gene1945	299	299	542	gene1945	2.51E-02	1.91E-01	1.92E-01	1.71E-01	1.31E-01	5.35E-02
GNFSVFFNIRKA_6	0.01	10	600	0.5	6	gene1945	299	299	542	gene1945	2.01E-02	1.97E-02	2.30E-02	3.33E-01	1.46E-01	9.29E-02
GNFSVFFNIRKA_7	0.01	10	600	0.5	7	gene1945	299	299	542	gene1945	2.68E-02	4.26E-02	6.74E-02	2.34E-01	1.28E-01	7.48E-02
GNFSVFFNIRKA_9	0.01	10	600	0.5	9	gene1945	299	299	542	gene1945	2.17E-02	4.97E-02	4.98E-02	2.75E-01	1.40E-01	8.03E-02
GNFSVFFNIRKA_10	0.01	10	600	0.5	10	gene1945	299	299	542	gene1945	2.34E-02	2.79E-01	2.80E-01	1.46E-01	1.35E-01	4.42E-02
LGQTVGGKKDCM_1	0.01	10	700	0.5	1	gene1945	349	349	442	gene1945	2.15E-02	4.34E-01	4.34E-01	1.02E-01	1.31E-01	2.96E-02
LGQTVGGKKDCM_2	0.01	10	700	0.5	2	gene1945	349	349	442	gene1945	2.29E-02	1.29E-01	1.30E-01	1.92E-01	1.26E-01	5.74E-02
LGQTVGGKKDCM_3	0.01	10	700	0.5	3	gene1945	349	349	442	gene1945	2.29E-02	1.29E-01	1.30E-01	1.92E-01	1.26E-01	5.74E-02
LGQTVGGKKDCM_4	0.01	10	700	0.5	4	gene1945	349	349	442	gene1945	2.15E-02	4.09E-03	4.05E-03	3.75E-01	1.30E-01	1.09E-01
LGQTVGGKKDCM_5	0.01	10	700	0.5	5	gene1945	349	349	442	gene1945	2.58E-02	6.33E-01	6.34E-01	-5.70E-02	1.20E-01	1.81E-02
LGQTVGGKKDCM_6	0.01	10	700	0.5	6	gene1945	349	349	442	gene1945	2.72E-02	1.03E-01	1.04E-01	1.89E-01	1.16E-01	6.16E-02
LGQTVGGKKDCM_7	0.01	10	700	0.5	7	gene1945	349	349	442	gene1945	2.58E-02	6.33E-01	6.34E-01	5.70E-02	1.20E-01	1.81E-02
LGQTVGGKKDCM_8	0.01	10	700	0.5	8	gene1945	349	349	442	gene1945	2.29E-02	1.14E-02	1.38E-02	3.13E-01	1.27E-01	9.32E-02
LGQTVGGKKDCM_9	0.01	10	700	0.5	9	gene1945	349	349	442	gene1945	2.44E-02	8.06E-01	8.06E-01	3.01E-02	1.23E-01	9.29E-03
LGQTVGGKKDCM_10	0.01	10	700	0.5	10	gene1945	349	349	442	gene1945	2.72E-02	2.45E-01	2.45E-01	1.35E-01	1.16E-01	4.40E-02
SFRNRCMOFRYD_1	0.01	10	800	0.5	1	gene1945	399	399	342	gene1945	2.51E-02	2.35E-02	2.37E-02	2.59E-01	1.14E-01	8.01E-02
SFRNRCMOFRYD_2	0.01	10	800	0.5	2	gene1945	399	399	342	gene1945	2.76E-02	6.65E-01	6.66E-01	4.67E-02	1.08E-01	1.53E-02
SFRNRCMOFRYD_3	0.01	10	800	0.5	3	gene1945	399	399	342	gene1945	2.63E-02	1.22E-01	1.45E-01	1.62E-01	1.11E-01	5.16E-02
SFRNRCMOFRYD_4	0.01	10	800	0.5	4	gene1945	399	399	342	gene1945	2.76E-02	8.37E-02	8.39E-02	1.87E-01	1.08E-01	6.12E-02
SFRNRCMOFRYD_5	0.01	10	800	0.5	5	gene1945	399	399	342	gene1945	2.38E-02	3.66E-02	3.67E-02	2.43E-01	1.16E-01	7.40E-02
SFRNRCMOFRYD_6	0.01	10	800	0.5	6	gene1945	399	399	342	gene1945	2.51E-02	3.65E-01	3.66E-01	1.03E-01	1.13E-01	3.21E-02
SFRNRCMOFRYD_7	0.01	10	800	0.5	7	gene1945	399	399	342	gene1945	2.26E-02	5.65E-02	9.03E-02	2.03E-01	1.20E-01	6.00E-02
SFRNRCMOFRYD_8	0.01	10	800	0.5	8	gene1945	399	399	342	gene1945	2.51E-02	3.65E-01	3.66E-01	1.03E-01	1.13E-01	3.21E-02
SFRNRCMOFRYD_9	0.01	10	800	0.5	9	gene1945	399	399	342	gene1945	2.51E-02	2.35E-02	2.35E-02	2.56E-01	1.13E-01	8.02E-02
SFRNRCMOFRYD_10	0.01	10	800	0.5	10	gene1945	399	399	342	gene1945	2.38E-02	2.46E-01	2.60E-01	1.31E-01	1.16E-01	3.99E-02
IPMNASTHZDUP_1	0.01	10	900	0.5	1	gene1945	449	449	242	gene1945	2.45E-02	6.66E-01	6.66E-01	4.66E-02	1.08E-01	1.44E-02
IPMNASTHZDUP_2	0.01	10	900	0.5	2	gene1945	449	449	242	gene1945	2.56E-02	5.73E-02	7.94E-02	1.87E-01	1.06E-01	5.86E-02
IPMNASTHZDUP_3	0.01	10	900	0.5	3	gene1945	449	449	242	gene1945	2.56E-02	5.73E-02	5.74E-02	2.01E-01	1.06E-01	6.34E-02
IPMNASTHZDUP_4	0.01	10	900	0.5	4	gene1945	449	449	242	gene1945	2.45E-02	3.09E-02	3.09E-02	2.33E-01	1.08E-01	7.20E-02
IPMNASTHZDUP_5	0.01	10	900	0.5	5	gene1945	449	449	242	gene1945	2.12E-02	1.05E-01	1.05E-01	1.88E-01	1.16E-01	5.42E-02
IPMNASTHZDUP_6	0.01	10	900	0.5	6	gene1945	449	449	242	gene1945	2.56E-02	8.33E-01	8.33E-01	2.23E-02	1.06E-01	7.05E-03
IPMNASTHZDUP_7	0.01	10	900	0.5	7	gene1945	449	449	242	gene1945	2.45E-02	9.59E-03	9.55E-03	2.80E-01	1.08E-01	8.64E-02
IPMNASTHZDUP_8	0.01	10	900	0.5	8	gene1945	449	449	242	gene1945	2.45E-02	1.95E-01	1.96E-01	1.40E-01	1.08E-01	4.32E-02
IPMNASTHZDUP_9	0.01	10	900	0.5	9	gene1945	449	449	242	gene1945	2.45E-02	1.95E-01	2.30E-01	1.31E-01	1.09E-01	4.01E-02
IPMNASTHZDUP_10	0.01	10	900	0.5	10	gene1945	449	449	242	gene1945	2.67E-02	2.14E-01	1.87E-01	1.38E-01	1.04E-01	4.41E-02
UWTWONITLGRU_1	0.01	10	1000	0.5	1	gene1945	499	499	142	gene1945	2.51E-02	2.38E-03	2.35E-03	3.08E-01	1.01E-01	9.62E-02
UWTWONITLGRU_2	0.01	10	1000	0.5	2	gene1945	499	499	142	gene1945	2.51E-02	2.59E-02	2.59E-02	2.26E-01	1.01E-01	7.05E-02
UWTWONITLGRU_3	0.01	10	1000	0.5	3	gene1945	499	499	142	gene1945	2.51E-02	2.59E-02	1.85E-02	2.40E-01	1.02E-01	7.46E-02
UWTWONITLGRU_4	0.01	10	1000	0.5	4	gene1945	499	499	142	gene1945	2.51E-02	2.59E-02	2.11E-02	2.35E-01	1.02E-01	7.30E-02
UWTWONITLGRU_5	0.01	10	1000	0.5	5	gene1945	499	499	142	gene1945	2.51E-02	5.43E-01	5.82E-01	5.62E-02	1.02E-01	1.75E-02
UWTWONITLGRU_6	0.01	10	1000	0.5	6	gene1945	499	499	142	gene1945	2.51E-02	2.38E-03	2.35E-03	3.08E-01	1.01E-01	9.62E-02
UWTWONITLGRU_7	0.01	10	1000	0.5	7	gene1945	499	499	142	gene1945	2.51E-02	8.46E-03	8.43E-03	2.67E-01	1.01E-01	8.34E-02
UWTWONITLGRU_8	0.01	10	1000	0.5	8	gene1945	499	499	142	gene1945	2.51E-02	2.38E-03	2.61E-03	3.09E-01	1.02E-01	9.52E-02
UWTWONITLGRU_9	0.01	10	1000	0.5	9	gene1945	499	499	142	gene1945	2.51E-02	8.46E-03	8.43E-03	2.67E-01	1.01E-01	8.34E-02
UWTWONITLGRU_10	0.01	10	1000	0.5	10	gene1945	499	499	142	gene1945	2.51E-02	1.56E-01	1.60E-01	1.42E-01	1.01E-01	4.45E-02
FZVJSXMEFPPR_1	0.01	100	100	0.5	1	gene1945	49	49	1042	gene1945	3.06E-02	7.85E-02	1.02E-01	4.80E-01	2.91E-01	1.66E-01	bad-chisq
FZVJSXMEFPPR_2	0.01	100	100	0.5	2	gene1945	49	49	1042	gene1945	1.02E-02	3.15E-01	3.20E-01	-5.05E-01	5.05E-01	1.02E-01	bad-chisq
FZVJSXMEFPPR_5	0.01	100	100	0.5	5	gene1945	49	49	1042	gene1945	1.02E-02	3.15E-01	3.20E-01	5.05E-01	5.05E-01	1.02E-01	bad-chisq
FZVJSXMEFPPR_6	0.01	100	100	0.5	6	gene1945	49	49	1042	gene1945	2.04E-02	1.53E-01	1.56E-01	5.11E-01	3.57E-01	1.44E-01	bad-chisq
FZVJSXMEFPPR_10	0.01	100	100	0.5	10	gene1945	49	49	1042	gene1945	3.06E-02	5.58E-01	6.12E-01	-1.52E-01	2.99E-01	5.19E-02	bad-chisq
BUFIZJGNBHFG_1	0.01	100	200	0.5	1	gene1945	99	99	942	gene1945	1.52E-02	8.09E-02	1.33E-01	4.48E-01	2.96E-01	1.07E-01	bad-chisq
BUFIZJGNBHFG_2	0.01	100	200	0.5	2	gene1945	99	99	942	gene1945	2.02E-02	3.12E-01	3.10E-01	2.55E-01	2.51E-01	7.25E-02	bad-chisq
BUFIZJGNBHFG_3	0.01	100	200	0.5	3	gene1945	99	99	942	gene1945	1.52E-02	5.61E-01	5.63E-01	1.69E-01	2.92E-01	4.13E-02	bad-chisq
BUFIZJGNBHFG_4	0.01	100	200	0.5	4	gene1945	99	99	942	gene1945	2.53E-02	2.35E-02	2.35E-02	5.13E-01	2.25E-01	1.61E-01	bad-chisq
BUFIZJGNBHFG_5	0.01	100	200	0.5	5	gene1945	99	99	942	gene1945	2.53E-02	6.51E-01	6.53E-01	1.03E-01	2.28E-01	3.22E-02	bad-chisq
BUFIZJGNBHFG_8	0.01	100	200	0.5	8	gene1945	99	99	942	gene1945	2.53E-02	1.74E-01	1.76E-01	3.08E-01	2.27E-01	9.66E-02	bad-chisq
BUFIZJGNBHFG_9	0.01	100	200	0.5	9	gene1945	99	99	942	gene1945	3.03E-02	9.73E-02	9.82E-02	-3.44E-01	2.07E-01	1.18E-01	bad-chisq
CFSQHBADLDJV_1	0.01	100	300	0.5	1	gene1945	149	149	842	gene1945	2.01E-02	4.09E-01	3.39E-01	2.01E-01	2.10E-01	5.56E-02	bad-chisq
CFSQHBADLDJV_2	0.01	100	300	0.5	2	gene1945	149	149	842	gene1945	2.35E-02	2.51E-01	2.53E-01	2.19E-01	1.91E-01	6.65E-02	bad-chisq
CFSQHBADLDJV_3	0.01	100	300	0.5	3	gene1945	149	149	842	gene1945	2.01E-02	9.90E-02	9.90E-02	3.41E-01	2.06E-01	9.57E-02	bad-chisq
CFSQHBADLDJV_4	0.01	100	300	0.5	4	gene1945	149	149	842	gene1945	3.02E-02	7.35E-01	7.36E-01	-5.73E-02	1.70E-01	1.96E-02	bad-chisq
CFSQHBADLDJV_5	0.01	100	300	0.5	5	gene1945	149	149	842	gene1945	2.35E-02	7.02E-01	7.03E-01	7.31E-02	1.92E-01	2.22E-02	bad-chisq
CFSQHBADLDJV_6	0.01	100	300	0.5	6	gene1945	149	149	842	gene1945	1.68E-02	6.52E-01	6.53E-01	1.02E-01	2.26E-01	2.61E-02	bad-chisq
CFSQHBADLDJV_9	0.01	100	300	0.5	9	gene1945	149	149	842	gene1945	2.35E-02	2.51E-01	2.54E-01	-2.19E-01	1.91E-01	6.63E-02	bad-chisq
CFSQHBADLDJV_10	0.01	100	300	0.5	10	gene1945	149	149	842	gene1945	2.35E-02	2.51E-01	4.52E-01	1.46E-01	1.94E-01	4.37E-02	bad-chisq
YXEXHRVFHLMU_1	0.01	100	400	0.5	1	gene1945	199	199	742	gene1945	2.51E-02	2.00E-01	2.01E-01	2.05E-01	1.60E-01	6.42E-02
YXEXHRVFHLMU_2	0.01	100	400	0.5	2	gene1945	199	199	742	gene1945	2.26E-02	1.83E-02	1.82E-02	3.98E-01	1.68E-01	1.18E-01	bad-chisq
YXEXHRVFHLMU_3	0.01	100	400	0.5	3	gene1945	199	199	742	gene1945	3.02E-02	1.90E-02	1.79E-02	3.48E-01	1.46E-01	1.19E-01
YXEXHRVFHLMU_4	0.01	100	400	0.5	4	gene1945	199	199	742	gene1945	3.27E-02	7.78E-01	8.88E-01	-2.01E-02	1.43E-01	7.07E-03
YXEXHRVFHLMU_6	0.01	100	400	0.5	6	gene1945	199	199	742	gene1945	2.26E-02	1.83E-02	1.82E-02	3.98E-01	1.68E-01	1.18E-01	bad-chisq
YXEXHRVFHLMU_7	0.01	100	400	0.5	7	gene1945	199	199	742	gene1945	2.76E-02	3.59E-01	3.81E-01	1.35E-01	1.53E-01	4.41E-02
YXEXHRVFHLMU_8	0.01	100	400	0.5	8	gene1945	199	199	742	gene1945	2.76E-02	3.23E-02	3.24E-02	3.27E-01	1.52E-01	1.07E-01
YXEXHRVFHLMU_9	0.01	100	400	0.5	9	gene1945	199	199	742	gene1945	2.26E-02	7.36E-01	7.75E-01	-4.93E-02	1.73E-01	1.44E-02	bad-chisq
