HS11286.2	HS11286:382-822
HS11286.1526	HS11286:789050-789958
HS11286.1528	HS11286:790187-791008
HS11286.1530	HS11286:791029-791163
HS11286.1532	HS11286:791245-791400
HS11286.1534	HS11286:791466-792614
HS11286.1536	HS11286:792632-795856
HS11286.1538	HS11286:796026-796259
HS11286.1540	HS11286:796391-796924
HS11286.1542	HS11286:796917-798782
HS11286.1544	HS11286:798956-799435
HS11286.1546	HS11286:799691-800539
HS11286.1548	HS11286:800544-800921
HS11286.1550	HS11286:800924-801745
HS11286.1552	HS11286:801742-802731
HS11286.1554	HS11286:802737-804023
HS11286.1556	HS11286:804078-806393
HS11286.1558	HS11286:806670-807497
HS11286.1560	HS11286:807530-808228
HS11286.1562	HS11286:808218-809843
HS11286.1564	HS11286:810168-811532
HS11286.1566	HS11286:811561-811749
HS11286.1568	HS11286:811712-812251
HS11286.1570	HS11286:812326-812985
HS11286.1572	HS11286:812998-815841
HS11286.1574	HS11286:816092-818449
HS11286.1576	HS11286:818625-819320
HS11286.1578	HS11286:819458-820960
HS11286.1580	HS11286:820971-822680
HS11286.1582	HS11286:822862-823032
HS11286.1584	HS11286:823018-823863
HS11286.1586	HS11286:823992-824759
HS11286.1588	HS11286:824746-825447
HS11286.1590	HS11286:825431-827041
HS11286.1592	HS11286:827017-828000
HS11286.1594	HS11286:828290-829945
HS11286.1596	HS11286:830033-830185
HS11286.1598	HS11286:830273-830443
HS11286.1600	HS11286:830453-831637
HS11286.1602	HS11286:831671-832981
HS11286.1604	HS11286:833213-834109
HS11286.1606	HS11286:834147-834902
HS11286.1608	HS11286:834933-836147
HS11286.1610	HS11286:836158-837021
HS11286.1612	HS11286:837033-839066
HS11286.1614	HS11286:839462-840067
HS11286.1616	HS11286:840078-841478
HS11286.1618	HS11286:841481-842572
HS11286.1620	HS11286:842572-844143
HS11286.1622	HS11286:844711-844830
HS11286.1624	HS11286:844939-845907
HS11286.1626	HS11286:846326-848026
HS11286.1628	HS11286:847999-848520
HS11286.1630	HS11286:848701-849705
HS11286.1632	HS11286:850346-850804
HS11286.1634	HS11286:850807-851748
HS11286.1636	HS11286:851901-852110
HS11286.1638	HS11286:852126-853892
HS11286.1640	HS11286:853879-855366
HS11286.1642	HS11286:855363-856721
HS11286.1644	HS11286:856715-857797
HS11286.1646	HS11286:857800-859116
HS11286.1648	HS11286:859116-860390
HS11286.1650	HS11286:860387-861457
HS11286.1652	HS11286:861454-861567
HS11286.1654	HS11286:861520-862980
HS11286.1656	HS11286:862973-863893
HS11286.1658	HS11286:863862-864725
HS11286.1660	HS11286:864722-865984
HS11286.1662	HS11286:866047-867198
HS11286.1664	HS11286:867380-867535
HS11286.1666	HS11286:867512-868216
HS11286.1668	HS11286:868548-869036
HS11286.1670	HS11286:869099-871804
HS11286.1672	HS11286:871863-872255
HS11286.1674	HS11286:872308-872502
HS11286.1676	HS11286:872512-873255
HS11286.1678	HS11286:873255-873962
HS11286.1680	HS11286:874031-874162
HS11286.1682	HS11286:874219-875262
HS11286.1684	HS11286:875299-876504
HS11286.1686	HS11286:876494-877879
HS11286.1688	HS11286:877890-878321
HS11286.1690	HS11286:878503-879396
HS11286.1692	HS11286:879530-880093
HS11286.1694	HS11286:880090-880944
HS11286.1696	HS11286:881180-882130
HS11286.1698	HS11286:882130-883536
HS11286.1700	HS11286:883721-885091
HS11286.1702	HS11286:885104-885217
HS11286.1704	HS11286:885735-886514
HS11286.1706	HS11286:886651-889314
HS11286.1708	HS11286:889329-891227
HS11286.1710	HS11286:891434-892858
HS11286.1712	HS11286:893023-893307
HS11286.1714	HS11286:893353-894159
HS11286.1716	HS11286:894171-895778
HS11286.1718	HS11286:895871-895999
HS11286.1720	HS11286:896288-898807
HS11286.1722	HS11286:898994-899356
HS11286.1724	HS11286:899429-900223
HS11286.1726	HS11286:900248-901108
HS11286.1728	HS11286:901258-902475
HS11286.1730	HS11286:902508-903386
HS11286.1732	HS11286:903383-903625
HS11286.1734	HS11286:903749-904006
HS11286.1736	HS11286:904056-905024
HS11286.1738	HS11286:905070-905657
HS11286.1740	HS11286:905654-906064
HS11286.1742	HS11286:906312-906671
HS11286.1744	HS11286:906805-908403
HS11286.1746	HS11286:908487-910877
HS11286.1748	HS11286:910958-911077
HS11286.1750	HS11286:911082-911618
HS11286.1752	HS11286:911678-912292
HS11286.1754	HS11286:912525-913451
HS11286.1756	HS11286:913451-914218
HS11286.1758	HS11286:914341-914781
HS11286.1760	HS11286:914840-916093
HS11286.1762	HS11286:916129-916506
HS11286.1764	HS11286:916602-917456
HS11286.1766	HS11286:917468-918259
HS11286.1768	HS11286:918380-918859
HS11286.1770	HS11286:918856-920166
HS11286.1772	HS11286:920313-921194
HS11286.1774	HS11286:921254-921709
HS11286.1776	HS11286:921872-922588
HS11286.1778	HS11286:922588-923124
HS11286.1780	HS11286:923197-925626
HS11286.1782	HS11286:925674-926474
HS11286.1784	HS11286:926471-927217
HS11286.1786	HS11286:927207-927692
HS11286.1788	HS11286:927685-928878
HS11286.1790	HS11286:928865-929818
HS11286.1792	HS11286:929848-930444
HS11286.1794	HS11286:930441-930806
HS11286.1796	HS11286:930803-931318
HS11286.1798	HS11286:931318-931740
HS11286.1800	HS11286:931761-932975
HS11286.1802	HS11286:932977-934470
HS11286.1804	HS11286:934467-936440
HS11286.1806	HS11286:936450-937292
HS11286.1808	HS11286:937277-937414
HS11286.1810	HS11286:937794-940907
HS11286.1812	HS11286:941100-941885
HS11286.1814	HS11286:941942-942463
HS11286.1816	HS11286:942612-943169
HS11286.1818	HS11286:943208-943609
HS11286.1820	HS11286:943645-943779
HS11286.1822	HS11286:943812-943976
HS11286.1824	HS11286:944170-946722
HS11286.1826	HS11286:946930-947073
HS11286.1828	HS11286:947035-949164
HS11286.1830	HS11286:949210-950007
HS11286.1832	HS11286:950007-950897
HS11286.1834	HS11286:950894-952876
HS11286.1836	HS11286:953013-954293
HS11286.1838	HS11286:954381-955892
HS11286.1840	HS11286:955974-956318
HS11286.1842	HS11286:956390-957013
HS11286.1844	HS11286:957050-957850
HS11286.1846	HS11286:957843-958541
HS11286.1848	HS11286:958625-960139
HS11286.1850	HS11286:960388-961707
HS11286.1852	HS11286:961820-963031
HS11286.1854	HS11286:963150-963536
HS11286.1856	HS11286:963644-964468
HS11286.1858	HS11286:964499-967102
HS11286.1860	HS11286:967220-968014
HS11286.1862	HS11286:968352-969062
HS11286.1864	HS11286:969182-970033
HS11286.1866	HS11286:970184-970909
HS11286.1868	HS11286:971060-971617
HS11286.1870	HS11286:971846-973048
HS11286.1872	HS11286:973268-974044
HS11286.1874	HS11286:974057-974914
HS11286.1876	HS11286:974926-976278
HS11286.1878	HS11286:976310-978739
HS11286.1880	HS11286:978861-979346
HS11286.1882	HS11286:979350-980375
HS11286.1884	HS11286:980481-980936
HS11286.1886	HS11286:980940-981728
HS11286.1888	HS11286:981728-982879
HS11286.1890	HS11286:982876-983475
HS11286.1892	HS11286:983493-986975
HS11286.1894	HS11286:986988-987947
HS11286.1896	HS11286:988024-990213
HS11286.1898	HS11286:990260-990649
HS11286.1900	HS11286:990703-992016
HS11286.1902	HS11286:992030-992290
HS11286.1904	HS11286:992674-993219
HS11286.1906	HS11286:993216-993629
HS11286.1908	HS11286:993651-994370
HS11286.1910	HS11286:994502-995278
HS11286.1912	HS11286:995404-997122
HS11286.1914	HS11286:997235-997942
HS11286.1916	HS11286:997939-998295
HS11286.1918	HS11286:998454-999269
HS11286.1920	HS11286:999313-999966
HS11286.1922	HS11286:999959-1000990
HS11286.1924	HS11286:1001179-1001745
HS11286.1926	HS11286:1002121-1003646
HS11286.1928	HS11286:1003721-1003797
HS11286.1930	HS11286:1003834-1003909
HS11286.1932	HS11286:1004081-1006979
HS11286.1934	HS11286:1007079-1007193
HS11286.1936	HS11286:1007250-1007326
HS11286.1938	HS11286:1007491-1008294
HS11286.1940	HS11286:1008340-1009245
HS11286.1942	HS11286:1009350-1010540
HS11286.1944	HS11286:1010643-1011440
HS11286.1946	HS11286:1011532-1012302
HS11286.1948	HS11286:1012360-1013415
HS11286.1950	HS11286:1013799-1014554
HS11286.1952	HS11286:1014641-1015309
HS11286.1954	HS11286:1015306-1015773
HS11286.1956	HS11286:1015838-1016569
HS11286.1958	HS11286:1016703-1016779
HS11286.1960	HS11286:1016839-1017720
HS11286.1962	HS11286:1017824-1018414
HS11286.1964	HS11286:1018445-1019230
HS11286.1966	HS11286:1019394-1021838
HS11286.1968	HS11286:1022078-1022659
HS11286.1970	HS11286:1022734-1023501
HS11286.1972	HS11286:1023472-1024212
HS11286.1974	HS11286:1024624-1025967
HS11286.1976	HS11286:1025971-1027209
HS11286.1978	HS11286:1027202-1027996
HS11286.1980	HS11286:1027989-1028627
HS11286.1982	HS11286:1028634-1029230
HS11286.1984	HS11286:1029243-1030466
HS11286.1986	HS11286:1030469-1030684
HS11286.1988	HS11286:1030997-1031857
HS11286.1990	HS11286:1032017-1033072
HS11286.1992	HS11286:1033075-1033527
HS11286.1994	HS11286:1033570-1035027
HS11286.1996	HS11286:1035285-1035743
HS11286.1998	HS11286:1035849-1037093
HS11286.2000	HS11286:1037151-1037549
HS11286.2002	HS11286:1037635-1038327
HS11286.2004	HS11286:1038373-1039773
HS11286.2006	HS11286:1039909-1041192
HS11286.2008	HS11286:1041205-1042653
HS11286.2010	HS11286:1042679-1043947
HS11286.2012	HS11286:1043975-1044991
HS11286.2014	HS11286:1045414-1045671
HS11286.2016	HS11286:1045729-1046478
HS11286.2018	HS11286:1046519-1047157
HS11286.2020	HS11286:1047375-1048637
HS11286.2022	HS11286:1048726-1049721
HS11286.2024	HS11286:1049738-1050499
HS11286.2026	HS11286:1050511-1052049
HS11286.2028	HS11286:1052070-1052621
HS11286.2030	HS11286:1052636-1053427
HS11286.2032	HS11286:1053941-1054150
HS11286.2034	HS11286:1054369-1055766
HS11286.2036	HS11286:1055756-1057291
HS11286.2038	HS11286:1057295-1058314
HS11286.2040	HS11286:1058326-1059285
HS11286.2042	HS11286:1059658-1062303
HS11286.2044	HS11286:1063036-1063200
HS11286.2046	HS11286:1063752-1063883
HS11286.2048	HS11286:1064223-1066556
HS11286.2050	HS11286:1066571-1066891
HS11286.2052	HS11286:1066888-1067067
HS11286.2054	HS11286:1067112-1067306
HS11286.2056	HS11286:1067666-1067932
HS11286.2058	HS11286:1068037-1068174
HS11286.2060	HS11286:1068474-1069211
HS11286.2062	HS11286:1069208-1069453
HS11286.2064	HS11286:1069471-1070037
HS11286.2066	HS11286:1070606-1071031
HS11286.2068	HS11286:1071031-1071981
HS11286.2070	HS11286:1071969-1073159
HS11286.2072	HS11286:1073323-1073398
HS11286.2074	HS11286:1073512-1074765
HS11286.2076	HS11286:1074776-1075879
HS11286.2078	HS11286:1076034-1076156
HS11286.2080	HS11286:1076169-1077221
HS11286.2082	HS11286:1077267-1077833
HS11286.2084	HS11286:1078246-1079115
HS11286.2086	HS11286:1079211-1079876
HS11286.2088	HS11286:1080454-1080591
HS11286.2090	HS11286:1081286-1082170
HS11286.2092	HS11286:1082167-1083039
HS11286.2094	HS11286:1083106-1084044
HS11286.2096	HS11286:1084067-1084909
HS11286.2098	HS11286:1085757-1086299
HS11286.2100	HS11286:1086374-1086961
HS11286.2102	HS11286:1087020-1087688
HS11286.2104	HS11286:1087714-1090239
HS11286.2106	HS11286:1090229-1091872
HS11286.2108	HS11286:1091886-1092551
HS11286.2110	HS11286:1092555-1093244
HS11286.2112	HS11286:1093234-1093986
HS11286.2114	HS11286:1093983-1094801
HS11286.2116	HS11286:1094803-1095612
HS11286.2118	HS11286:1095984-1096115
HS11286.2120	HS11286:1096232-1096927
HS11286.2122	HS11286:1096920-1097702
HS11286.2124	HS11286:1097689-1098738
HS11286.2126	HS11286:1098738-1099637
HS11286.2128	HS11286:1099657-1100763
HS11286.2130	HS11286:1100756-1100899
HS11286.2132	HS11286:1101339-1102115
HS11286.2134	HS11286:1102112-1103500
HS11286.2136	HS11286:1103510-1104889
HS11286.2138	HS11286:1104952-1105080
HS11286.2140	HS11286:1105163-1106572
HS11286.2142	HS11286:1106559-1107491
HS11286.2144	HS11286:1107731-1108693
HS11286.2146	HS11286:1108705-1109472
HS11286.2148	HS11286:1109469-1110296
HS11286.2150	HS11286:1110293-1111144
HS11286.2152	HS11286:1111300-1113018
HS11286.2154	HS11286:1113347-1114321
HS11286.2156	HS11286:1114428-1115588
HS11286.2158	HS11286:1115807-1116319
HS11286.2160	HS11286:1116437-1117657
HS11286.2162	HS11286:1117676-1118782
HS11286.2164	HS11286:1118779-1119081
HS11286.2166	HS11286:1119334-1119537
HS11286.2168	HS11286:1119570-1120700
HS11286.2170	HS11286:1120767-1121450
HS11286.2172	HS11286:1121620-1122819
HS11286.2174	HS11286:1123119-1123379
HS11286.2176	HS11286:1123469-1124899
HS11286.2178	HS11286:1124991-1125308
HS11286.2180	HS11286:1125376-1126185
HS11286.2182	HS11286:1126302-1126760
HS11286.2184	HS11286:1126757-1127467
HS11286.2186	HS11286:1127796-1128329
HS11286.2188	HS11286:1128437-1128592
HS11286.2190	HS11286:1128843-1129523
HS11286.2192	HS11286:1129601-1129885
HS11286.2194	HS11286:1129957-1130868
HS11286.2196	HS11286:1130960-1131874
HS11286.2198	HS11286:1131948-1135085
HS11286.2200	HS11286:1135082-1136287
HS11286.2202	HS11286:1136470-1137159
HS11286.2204	HS11286:1137181-1138476
HS11286.2206	HS11286:1138890-1140209
HS11286.2208	HS11286:1140296-1141669
HS11286.2210	HS11286:1141821-1143638
HS11286.2212	HS11286:1143635-1144537
HS11286.2214	HS11286:1144804-1145445
HS11286.2216	HS11286:1145632-1146177
HS11286.2218	HS11286:1146202-1148070
HS11286.2220	HS11286:1148129-1148983
HS11286.2222	HS11286:1149019-1149981
HS11286.2224	HS11286:1150047-1151438
HS11286.2226	HS11286:1151459-1151746
HS11286.2228	HS11286:1151752-1152195
HS11286.2230	HS11286:1152251-1152418
HS11286.2232	HS11286:1152542-1153144
HS11286.2234	HS11286:1153272-1153853
HS11286.2236	HS11286:1153928-1154044
HS11286.2238	HS11286:1154109-1155173
HS11286.2240	HS11286:1155282-1156409
HS11286.2242	HS11286:1156432-1156764
HS11286.2244	HS11286:1156824-1158638
HS11286.2246	HS11286:1158649-1159620
HS11286.2248	HS11286:1159757-1160122
HS11286.2250	HS11286:1160146-1160841
HS11286.2252	HS11286:1160896-1161780
HS11286.2254	HS11286:1162079-1162618
HS11286.2256	HS11286:1162766-1163215
HS11286.2258	HS11286:1163219-1164322
HS11286.2260	HS11286:1164410-1164880
HS11286.2262	HS11286:1164900-1165319
HS11286.2264	HS11286:1165391-1166362
HS11286.2266	HS11286:1166391-1166858
HS11286.2268	HS11286:1166904-1167878
HS11286.2270	HS11286:1167939-1169801
HS11286.2272	HS11286:1169820-1170719
HS11286.2274	HS11286:1170720-1170962
HS11286.2276	HS11286:1171144-1172592
HS11286.2278	HS11286:1172659-1172952
HS11286.2280	HS11286:1173186-1173779
HS11286.2282	HS11286:1173742-1174653
HS11286.2284	HS11286:1174845-1175336
HS11286.2286	HS11286:1175380-1176744
HS11286.2288	HS11286:1176904-1178082
HS11286.2290	HS11286:1178413-1179777
HS11286.2292	HS11286:1179788-1180606
HS11286.2294	HS11286:1180664-1182361
HS11286.2296	HS11286:1182372-1182692
HS11286.2298	HS11286:1182706-1184382
HS11286.2300	HS11286:1184379-1185200
HS11286.2302	HS11286:1185353-1186111
HS11286.2304	HS11286:1186151-1186483
HS11286.2306	HS11286:1186733-1187620
HS11286.2308	HS11286:1187632-1187961
HS11286.2310	HS11286:1187961-1188506
HS11286.2312	HS11286:1188562-1190553
HS11286.2314	HS11286:1190573-1191391
HS11286.2316	HS11286:1191997-1193472
HS11286.2318	HS11286:1193516-1194094
HS11286.2320	HS11286:1194397-1194714
HS11286.2322	HS11286:1194674-1194853
HS11286.2324	HS11286:1195060-1196358
HS11286.2326	HS11286:1196707-1197291
HS11286.2328	HS11286:1197542-1198816
HS11286.2330	HS11286:1198985-1199137
HS11286.2332	HS11286:1199129-1201354
HS11286.2334	HS11286:1201564-1201836
HS11286.2336	HS11286:1202051-1203925
HS11286.2338	HS11286:1204074-1204442
HS11286.2340	HS11286:1204554-1204955
HS11286.2342	HS11286:1205067-1205768
HS11286.2344	HS11286:1205835-1207535
HS11286.2346	HS11286:1207663-1208481
HS11286.2348	HS11286:1208526-1209578
HS11286.2350	HS11286:1209694-1210152
HS11286.2352	HS11286:1210196-1211968
HS11286.2354	HS11286:1211961-1213739
HS11286.2356	HS11286:1213983-1214321
HS11286.2358	HS11286:1214355-1215641
HS11286.2360	HS11286:1215696-1216559
HS11286.2362	HS11286:1216776-1217267
HS11286.2364	HS11286:1217305-1217616
HS11286.2366	HS11286:1217684-1218091
HS11286.2368	HS11286:1218738-1218995
HS11286.2370	HS11286:1218992-1219207
HS11286.2372	HS11286:1219342-1220769
HS11286.2374	HS11286:1220858-1221472
HS11286.2376	HS11286:1221517-1222398
HS11286.2378	HS11286:1222590-1222835
HS11286.2380	HS11286:1222870-1224411
HS11286.2382	HS11286:1224663-1225724
HS11286.2384	HS11286:1225947-1226090
HS11286.2386	HS11286:1226129-1227361
HS11286.2388	HS11286:1227424-1228731
HS11286.2390	HS11286:1228742-1229593
HS11286.2392	HS11286:1229598-1230800
HS11286.2394	HS11286:1230832-1232889
HS11286.2396	HS11286:1232954-1233268
HS11286.2398	HS11286:1233405-1233956
HS11286.2400	HS11286:1233991-1234677
HS11286.2402	HS11286:1234948-1236018
HS11286.2404	HS11286:1236134-1236397
HS11286.2406	HS11286:1236397-1236579
HS11286.2408	HS11286:1236533-1237231
HS11286.2410	HS11286:1237332-1238783
HS11286.2412	HS11286:1238758-1239228
HS11286.2414	HS11286:1239249-1239389
HS11286.2416	HS11286:1239361-1239927
HS11286.2418	HS11286:1240086-1240304
HS11286.2420	HS11286:1240331-1240705
HS11286.2422	HS11286:1241191-1244337
HS11286.2424	HS11286:1244360-1245553
HS11286.2426	HS11286:1245696-1246346
HS11286.2428	HS11286:1246476-1249823
HS11286.2430	HS11286:1249859-1250758
HS11286.2432	HS11286:1250826-1250999
HS11286.2434	HS11286:1251012-1251539
HS11286.2436	HS11286:1251609-1251986
HS11286.2438	HS11286:1252137-1252688
HS11286.2440	HS11286:1252850-1254052
HS11286.2442	HS11286:1254081-1254689
HS11286.2444	HS11286:1254747-1255079
HS11286.2446	HS11286:1255079-1255684
HS11286.2448	HS11286:1255796-1257670
HS11286.2450	HS11286:1257893-1258537
HS11286.2452	HS11286:1258666-1259628
HS11286.2454	HS11286:1259692-1260996
HS11286.2456	HS11286:1261032-1262708
HS11286.2458	HS11286:1262677-1262799
HS11286.2460	HS11286:1262820-1262933
HS11286.2462	HS11286:1262934-1264154
HS11286.2464	HS11286:1264450-1266102
HS11286.2466	HS11286:1266208-1266687
HS11286.2468	HS11286:1266890-1267684
HS11286.2470	HS11286:1267816-1270371
HS11286.2472	HS11286:1270498-1270833
HS11286.2474	HS11286:1270830-1271288
HS11286.2476	HS11286:1271285-1272202
HS11286.2478	HS11286:1272343-1273020
HS11286.2480	HS11286:1273007-1273789
HS11286.2482	HS11286:1273897-1274751
HS11286.2484	HS11286:1274810-1275619
HS11286.2486	HS11286:1275609-1276232
HS11286.2488	HS11286:1276203-1276889
HS11286.2490	HS11286:1276886-1279300
HS11286.2492	HS11286:1279277-1279390
HS11286.2494	HS11286:1279482-1280627
HS11286.2496	HS11286:1280735-1281811
HS11286.2498	HS11286:1281923-1282990
HS11286.2500	HS11286:1282987-1283496
HS11286.2502	HS11286:1283593-1283931
HS11286.2504	HS11286:1284039-1284761
HS11286.2506	HS11286:1284765-1285259
HS11286.2508	HS11286:1285435-1286820
HS11286.2510	HS11286:1286863-1287075
HS11286.2512	HS11286:1287077-1287943
HS11286.2514	HS11286:1288282-1288358
HS11286.2516	HS11286:1288374-1289537
HS11286.2518	HS11286:1289751-1289966
HS11286.2520	HS11286:1290183-1290953
HS11286.2522	HS11286:1290950-1291477
HS11286.2524	HS11286:1291629-1292252
HS11286.2526	HS11286:1292249-1292584
HS11286.2528	HS11286:1292554-1292751
HS11286.2530	HS11286:1292763-1293047
HS11286.2532	HS11286:1293327-1293452
HS11286.2534	HS11286:1293851-1293973
HS11286.2536	HS11286:1294560-1294928
HS11286.2538	HS11286:1295351-1295578
HS11286.2540	HS11286:1295618-1295839
HS11286.2542	HS11286:1295925-1296071
HS11286.2544	HS11286:1296112-1296963
HS11286.2546	HS11286:1296968-1298383
HS11286.2548	HS11286:1298383-1298676
HS11286.2550	HS11286:1298673-1299179
HS11286.2552	HS11286:1299293-1299424
HS11286.2554	HS11286:1299417-1300091
HS11286.2556	HS11286:1300606-1301559
HS11286.2558	HS11286:1302060-1302515
HS11286.2560	HS11286:1302678-1303316
HS11286.2562	HS11286:1303489-1303611
HS11286.2564	HS11286:1304596-1304673
HS11286.2566	HS11286:1304679-1304755
HS11286.2568	HS11286:1305332-1305580
HS11286.2570	HS11286:1305583-1306113
HS11286.2572	HS11286:1306110-1306499
HS11286.2574	HS11286:1306714-1306836
HS11286.2576	HS11286:1306958-1307593
HS11286.2578	HS11286:1307732-1308109
