gene0	Chromosome:1-1524
gene3113	Chromosome:3406285-3407325
gene3114	Chromosome:3407314-3407688
gene3115	Chromosome:3408022-3408306
gene3116	Chromosome:3408404-3409378
gene3117	Chromosome:3409509-3411083
gene3118	Chromosome:3411217-3411957
gene3119	Chromosome:3412085-3414166
gene3120	Chromosome:3414232-3414684
gene3121	Chromosome:3414719-3414958
gene3122	Chromosome:3415435-3415989
gene3123	Chromosome:3416081-3416695
gene3124	Chromosome:3416705-3417745
gene3125	Chromosome:3417799-3418662
gene3126	Chromosome:3418726-3419376
gene3127	Chromosome:3419492-3420970
gene3128	Chromosome:3421741-3423213
gene3129	Chromosome:3423262-3425427
gene3130	Chromosome:3425584-3427107
gene3131	Chromosome:3427243-3429519
gene3132	Chromosome:3429825-3430250
gene3133	Chromosome:3430387-3430710
gene3134	Chromosome:3430707-3431315
gene3135	Chromosome:3431428-3431838
gene3136	Chromosome:3431840-3431912
gene3137	Chromosome:3431979-3433622
gene3138	Chromosome:3433692-3434090
gene3139	Chromosome:3434087-3434467
gene3140	Chromosome:3434464-3435573
gene3141	Chromosome:3435798-3436322
gene3142	Chromosome:3436329-3436685
gene3143	Chromosome:3436779-3438053
gene3144	Chromosome:3438050-3438973
gene3145	Chromosome:3439072-3439548
gene3146	Chromosome:3439541-3441352
gene3147	Chromosome:3441353-3441754
gene3148	Chromosome:3441770-3442597
gene3149	Chromosome:3442656-3445988
gene3150	Chromosome:3446040-3447278
gene3151	Chromosome:3447404-3448426
gene3152	Chromosome:3448504-3449991
gene3153	Chromosome:3449997-3450923
gene3154	Chromosome:3450920-3451750
gene3155	Chromosome:3451781-3452887
gene3156	Chromosome:3452925-3454343
gene3157	Chromosome:3454340-3455764
gene3158	Chromosome:3455761-3457272
gene3159	Chromosome:3458211-3459098
gene3160	Chromosome:3459116-3460807
gene3161	Chromosome:3460814-3461734
gene3162	Chromosome:3461760-3462764
gene3163	Chromosome:3462761-3463891
gene3164	Chromosome:3463973-3464449
gene3165	Chromosome:3464547-3465686
gene3166	Chromosome:3465778-3467091
gene3167	Chromosome:3467210-3467662
gene3168	Chromosome:3467606-3467926
gene3169	Chromosome:3467967-3468334
gene3170	Chromosome:3468413-3469264
gene3171	Chromosome:3469301-3469783
gene3172	Chromosome:3469786-3470679
gene3173	Chromosome:3470680-3471369
gene3174	Chromosome:3471413-3471850
gene3175	Chromosome:3471852-3472778
gene3176	Chromosome:3472768-3473904
gene3177	Chromosome:3474007-3475377
gene3178	Chromosome:3475378-3476961
gene3179	Chromosome:3477060-3477500
gene3180	Chromosome:3477649-3478728
gene3181	Chromosome:3478779-3479174
gene3182	Chromosome:3479171-3479683
gene3183	Chromosome:3479700-3479951
gene3184	Chromosome:3480074-3480742
gene3185	Chromosome:3480759-3481289
gene3186	Chromosome:3481451-3482698
gene3187	Chromosome:3482776-3483945
gene3188	Chromosome:3483974-3484807
gene3189	Chromosome:3484809-3485111
gene3190	Chromosome:3485132-3485575
gene3191	Chromosome:3485572-3486174
gene3192	Chromosome:3486509-3487711
gene3193	Chromosome:3488089-3488559
gene3194	Chromosome:3488569-3489063
gene3195	Chromosome:3489506-3490375
gene3196	Chromosome:3490476-3491651
gene3197	Chromosome:3491808-3492122
gene3198	Chromosome:3492147-3493181
gene3201	Chromosome:3494975-3496366
gene3202	Chromosome:3496551-3497549
gene3203	Chromosome:3497529-3499265
gene3204	Chromosome:3499262-3499915
gene3205	Chromosome:3499943-3500749
gene3206	Chromosome:3501334-3501732
gene3207	Chromosome:3501794-3502936
gene3208	Chromosome:3502945-3503277
gene3209	Chromosome:3503393-3504175
gene3210	Chromosome:3504195-3505283
gene3211	Chromosome:3505363-3506769
gene3212	Chromosome:3506790-3507995
gene3213	Chromosome:3508095-3509066
gene3214	Chromosome:3509118-3509546
gene3215	Chromosome:3509654-3510055
gene3216	Chromosome:3510088-3511317
gene3217	Chromosome:3511682-3512068
gene3218	Chromosome:3512077-3512631
gene3219	Chromosome:3512628-3513338
gene3220	Chromosome:3513338-3514660
gene3221	Chromosome:3514657-3515415
gene3222	Chromosome:3515412-3516749
gene3223	Chromosome:3516746-3519166
gene3224	Chromosome:3519282-3520514
gene3225	Chromosome:3520507-3521142
gene3226	Chromosome:3521139-3521927
gene3227	Chromosome:3521924-3522223
gene3228	Chromosome:3522234-3524135
gene3229	Chromosome:3524132-3525793
gene3230	Chromosome:3525790-3527385
gene3231	Chromosome:3527391-3529163
gene3232	Chromosome:3529338-3529979
gene3233	Chromosome:3529990-3531138
gene3234	Chromosome:3531208-3531645
gene3235	Chromosome:3531642-3532913
gene3236	Chromosome:3532943-3533905
gene3237	Chromosome:3533913-3534395
gene3238	Chromosome:3534392-3535351
gene3239	Chromosome:3535431-3536057
gene3240	Chromosome:3536102-3537238
gene3241	Chromosome:3537238-3538362
gene3242	Chromosome:3538505-3539851
gene3243	Chromosome:3539846-3540745
gene3244	Chromosome:3540882-3541364
gene3245	Chromosome:3541443-3542045
gene3246	Chromosome:3542138-3542845
gene3247	Chromosome:3542860-3544347
gene3248	Chromosome:3544344-3545300
gene3249	Chromosome:3545447-3546307
gene3250	Chromosome:3546438-3546797
gene3251	Chromosome:3547037-3547330
gene3252	Chromosome:3547618-3548907
gene3253	Chromosome:3549254-3549688
gene3254	Chromosome:3549691-3550143
gene3255	Chromosome:3550374-3550718
gene3256	Chromosome:3550715-3551044
gene3257	Chromosome:3554298-3554645
gene3258	Chromosome:3554642-3555262
gene3259	Chromosome:3555422-3556687
gene3260	Chromosome:3556855-3557064
gene3261	Chromosome:3557311-3558345
gene3262	Chromosome:3559370-3559443
gene3263	Chromosome:3559563-3560024
gene3264	Chromosome:3560194-3563172
gene3265	Chromosome:3563264-3564286
gene3266	Chromosome:3564364-3565782
gene3267	Chromosome:3565788-3566687
gene3268	Chromosome:3566696-3566896
gene3269	Chromosome:3567024-3568367
gene3270	Chromosome:3568401-3568679
gene3271	Chromosome:3569109-3571211
gene3272	Chromosome:3571335-3571589
gene3273	Chromosome:3571602-3572543
gene3274	Chromosome:3572602-3573669
gene3275	Chromosome:3573731-3577036
gene3276	Chromosome:3577033-3580200
gene3277	Chromosome:3580286-3580495
gene3278	Chromosome:3580638-3581312
gene3279	Chromosome:3581315-3581620
gene3280	Chromosome:3581627-3582505
gene3281	Chromosome:3582532-3583710
gene3282	Chromosome:3583801-3584658
gene3283	Chromosome:3585004-3585690
gene3284	Chromosome:3585677-3585949
gene3285	Chromosome:3586274-3586834
gene3286	Chromosome:3586844-3587539
gene3287	Chromosome:3587798-3589381
gene3288	Chromosome:3589394-3590617
gene3289	Chromosome:3590692-3591492
gene3290	Chromosome:3591646-3592257
gene3291	Chromosome:3592254-3593372
gene3293	Chromosome:3593804-3594235
gene3294	Chromosome:3594468-3595433
gene3295	Chromosome:3595713-3595967
gene3296	Chromosome:3596029-3597534
gene3297	Chromosome:3597551-3597766
gene3298	Chromosome:3598051-3598356
gene3299	Chromosome:3598353-3598904
gene3300	Chromosome:3598901-3599551
gene3301	Chromosome:3599851-3600699
gene3302	Chromosome:3601016-3602440
gene3303	Chromosome:3602564-3603322
gene3304	Chromosome:3603377-3604729
gene3305	Chromosome:3604726-3605718
gene3306	Chromosome:3605751-3607034
gene3307	Chromosome:3607112-3608254
gene3308	Chromosome:3608364-3608873
gene3309	Chromosome:3608870-3609757
gene3311	Chromosome:3610374-3611189
gene3312	Chromosome:3611300-3611941
gene3313	Chromosome:3611959-3613116
gene3314	Chromosome:3613121-3613603
gene3315	Chromosome:3613664-3614398
gene3316	Chromosome:3614457-3617603
gene3317	Chromosome:3617682-3620531
gene3318	Chromosome:3620610-3621254
gene3319	Chromosome:3621570-3622211
gene3320	Chromosome:3622249-3623091
gene3321	Chromosome:3623159-3624910
gene3322	Chromosome:3624910-3626613
gene3323	Chromosome:3626663-3627349
gene3324	Chromosome:3627419-3628063
gene3325	Chromosome:3628160-3629647
gene3326	Chromosome:3629752-3630387
gene3327	Chromosome:3630384-3630566
gene3328	Chromosome:3630571-3630738
gene3329	Chromosome:3630738-3631988
gene3330	Chromosome:3632097-3633584
gene3331	Chromosome:3633675-3635063
gene3332	Chromosome:3635041-3636267
gene3333	Chromosome:3636275-3637315
gene3334	Chromosome:3637312-3638709
gene3335	Chromosome:3638811-3639302
gene3336	Chromosome:3639425-3639844
gene3337	Chromosome:3639872-3640141
gene3338	Chromosome:3640543-3641538
gene3339	Chromosome:3641535-3642881
gene3340	Chromosome:3643177-3644838
gene3341	Chromosome:3644898-3645977
gene3342	Chromosome:3645979-3646884
gene3343	Chromosome:3646895-3647809
gene3344	Chromosome:3647885-3649381
gene3345	Chromosome:3649420-3650109
gene3346	Chromosome:3650234-3650515
gene3347	Chromosome:3650526-3652682
gene3348	Chromosome:3652679-3653347
gene3349	Chromosome:3653448-3654632
gene3350	Chromosome:3654637-3656931
gene3351	Chromosome:3656920-3658089
gene3352	Chromosome:3658114-3658638
gene3353	Chromosome:3658635-3659924
gene3354	Chromosome:3659878-3660696
gene3355	Chromosome:3660651-3661169
gene3356	Chromosome:3661212-3662012
gene3357	Chromosome:3662062-3663708
gene3358	Chromosome:3663689-3664222
gene3359	Chromosome:3664219-3664887
gene3360	Chromosome:3664928-3665821
gene3361	Chromosome:3665818-3666249
gene3362	Chromosome:3666357-3668159
gene3363	Chromosome:3668169-3668954
gene3364	Chromosome:3668951-3669388
gene3365	Chromosome:3669586-3669999
gene3366	Chromosome:3670034-3670411
gene3367	Chromosome:3670445-3671794
gene3368	Chromosome:3671845-3672297
gene3369	Chromosome:3672328-3673575
gene3370	Chromosome:3673602-3675086
gene3371	Chromosome:3675186-3675995
gene3372	Chromosome:3676066-3676731
gene3373	Chromosome:3676775-3681316
gene3374	Chromosome:3681320-3682087
gene3375	Chromosome:3682110-3683024
gene3376	Chromosome:3683051-3685963
gene3377	Chromosome:3685983-3686900
gene3378	Chromosome:3686912-3687577
gene3379	Chromosome:3687685-3689442
gene3380	Chromosome:3689457-3690938
gene3381	Chromosome:3691141-3691620
gene3382	Chromosome:3691639-3692808
gene3383	Chromosome:3692805-3693989
gene3384	Chromosome:3694054-3694860
gene3385	Chromosome:3694864-3696468
gene3386	Chromosome:3696470-3697093
gene3387	Chromosome:3697198-3698097
gene3388	Chromosome:3698121-3699383
gene3389	Chromosome:3699404-3700330
gene3390	Chromosome:3700356-3700526
gene3391	Chromosome:3700705-3701016
gene3392	Chromosome:3701087-3702184
gene3393	Chromosome:3702184-3703467
gene3394	Chromosome:3703464-3703865
gene3395	Chromosome:3704102-3704440
gene3396	Chromosome:3704437-3704871
gene3397	Chromosome:3705000-3706772
gene3398	Chromosome:3706772-3707563
gene3399	Chromosome:3707642-3708070
gene3400	Chromosome:3708074-3708316
gene3401	Chromosome:3708438-3709052
gene3402	Chromosome:3709049-3709714
gene3403	Chromosome:3709715-3710248
gene3405	Chromosome:3711749-3713461
gene3406	Chromosome:3713394-3714332
gene3407	Chromosome:3714392-3715708
gene3408	Chromosome:3715777-3716994
gene3409	Chromosome:3717090-3718598
gene3410	Chromosome:3718595-3719746
gene3411	Chromosome:3719937-3720782
gene3412	Chromosome:3721257-3721697
gene3413	Chromosome:3721731-3722600
gene3414	Chromosome:3722621-3723631
gene3416	Chromosome:3724615-3725844
gene3417	Chromosome:3726127-3727476
gene3418	Chromosome:3727488-3728627
gene3419	Chromosome:3728624-3729355
gene3420	Chromosome:3729364-3736935
gene3421	Chromosome:3736984-3738000
gene3422	Chromosome:3738158-3742774
gene3423	Chromosome:3743198-3743455
gene3424	Chromosome:3743711-3753184
gene3425	Chromosome:3753765-3754256
gene3426	Chromosome:3754293-3755237
gene3427	Chromosome:3755952-3767102
gene3428	Chromosome:3767346-3768140
gene3429	Chromosome:3768222-3768593
gene3430	Chromosome:3768736-3768996
gene3431	Chromosome:3769111-3769500
gene3432	Chromosome:3769514-3769807
gene3433	Chromosome:3769804-3770649
gene3434	Chromosome:3770773-3771048
gene3435	Chromosome:3771045-3771302
gene3436	Chromosome:3771344-3772534
gene3437	Chromosome:3772651-3773019
gene3438	Chromosome:3773016-3773567
gene3439	Chromosome:3773574-3774155
gene3440	Chromosome:3774136-3774504
gene3441	Chromosome:3774482-3774874
gene3442	Chromosome:3774871-3777501
gene3443	Chromosome:3777737-3778201
gene3444	Chromosome:3778568-3780334
gene3445	Chromosome:3780335-3780979
gene3446	Chromosome:3780978-3781412
gene3447	Chromosome:3781501-3784740
gene3448	Chromosome:3784932-3786272
gene3449	Chromosome:3786314-3787489
gene3450	Chromosome:3787726-3788367
gene3452	Chromosome:3788621-3790048
gene3453	Chromosome:3790156-3790809
gene3454	Chromosome:3790848-3792353
gene3455	Chromosome:3792358-3793248
gene3456	Chromosome:3793257-3794867
gene3457	Chromosome:3796448-3797437
gene3458	Chromosome:3797437-3798489
gene3459	Chromosome:3799243-3799635
gene3460	Chromosome:3799635-3799943
gene3461	Chromosome:3800092-3800796
gene3462	Chromosome:3800786-3801463
gene3463	Chromosome:3801653-3803848
gene3464	Chromosome:3803919-3804791
gene3465	Chromosome:3804865-3805575
gene3466	Chromosome:3805621-3807573
gene3467	Chromosome:3807574-3808437
gene3468	Chromosome:3808461-3809387
gene3469	Chromosome:3809442-3811025
gene3470	Chromosome:3811022-3811636
gene3471	Chromosome:3811719-3812345
gene3472	Chromosome:3812501-3814078
gene3473	Chromosome:3814090-3814998
gene3474	Chromosome:3815027-3816106
gene3475	Chromosome:3816129-3817175
gene3476	Chromosome:3817239-3818027
gene3477	Chromosome:3818042-3820402
gene3478	Chromosome:3820653-3821891
gene3479	Chromosome:3822262-3823863
gene3480	Chromosome:3823880-3824584
gene3481	Chromosome:3824702-3825268
gene3482	Chromosome:3825330-3826217
gene3483	Chromosome:3826252-3826551
gene3484	Chromosome:3826548-3826958
gene3485	Chromosome:3826991-3828727
gene3486	Chromosome:3828783-3829910
gene3487	Chromosome:3829930-3831519
gene3488	Chromosome:3831726-3832136
gene3489	Chromosome:3832146-3833045
gene3490	Chromosome:3833038-3833676
gene3491	Chromosome:3833694-3834521
gene3492	Chromosome:3834892-3835200
gene3493	Chromosome:3835272-3836891
gene3494	Chromosome:3836986-3837288
gene3495	Chromosome:3837555-3838589
gene3496	Chromosome:3838586-3839062
gene3497	Chromosome:3839059-3839694
gene3498	Chromosome:3839691-3840197
gene3499	Chromosome:3840194-3841420
gene3500	Chromosome:3841714-3842076
gene3501	Chromosome:3842239-3842769
gene3502	Chromosome:3843036-3843734
gene3503	Chromosome:3843885-3844640
gene3504	Chromosome:3844738-3845970
gene3505	Chromosome:3847165-3847701
gene3506	Chromosome:3847642-3848805
gene3507	Chromosome:3848844-3848999
gene3508	Chromosome:3850372-3851754
gene3509	Chromosome:3851792-3853213
gene3510	Chromosome:3853215-3853928
gene3511	Chromosome:3853939-3854793
gene3512	Chromosome:3855015-3856889
gene3513	Chromosome:3856911-3857387
gene3514	Chromosome:3857397-3858239
gene3515	Chromosome:3858259-3859662
gene3516	Chromosome:3859665-3859976
gene3517	Chromosome:3860024-3861370
gene3518	Chromosome:3861495-3861950
gene3519	Chromosome:3861947-3862390
gene3520	Chromosome:3862624-3862926
gene3521	Chromosome:3862947-3863264
gene3522	Chromosome:3863317-3864531
gene3523	Chromosome:3864528-3868238
gene3524	Chromosome:3868352-3869755
gene3525	Chromosome:3869752-3871119
gene3526	Chromosome:3871084-3872496
gene3527	Chromosome:3872617-3873405
gene3528	Chromosome:3873452-3874132
gene3530	Chromosome:3876052-3876822
gene3531	Chromosome:3876890-3877432
gene3532	Chromosome:3877464-3878507
gene3533	Chromosome:3878659-3879264
gene3534	Chromosome:3879273-3879692
gene3535	Chromosome:3879696-3880070
gene3536	Chromosome:3880286-3880399
gene3537	Chromosome:3880432-3880653
gene3538	Chromosome:3880907-3881764
gene3539	Chromosome:3881837-3882832
gene3540	Chromosome:3882834-3883442
gene3541	Chromosome:3883525-3884193
gene3542	Chromosome:3883964-3884917
gene3543	Chromosome:3884975-3886069
gene3544	Chromosome:3886073-3887083
gene3545	Chromosome:3887144-3888802
gene3546	Chromosome:3888808-3889341
gene3547	Chromosome:3889362-3889868
gene3548	Chromosome:3889948-3890733
gene3549	Chromosome:3892371-3893720
gene3550	Chromosome:3894093-3894389
gene3551	Chromosome:3894426-3895607
gene3552	Chromosome:3895820-3898885
gene3553	Chromosome:3898909-3900402
gene3554	Chromosome:3900493-3901182
gene3555	Chromosome:3901324-3902106
gene3556	Chromosome:3902150-3902812
gene3557	Chromosome:3903078-3904616
gene3558	Chromosome:3904622-3905566
gene3559	Chromosome:3905772-3906221
gene3560	Chromosome:3906174-3907007
gene3561	Chromosome:3907667-3907990
gene3562	Chromosome:3908072-3908236
gene3563	Chromosome:3908236-3909738
gene3564	Chromosome:3909890-3910468
gene3565	Chromosome:3910465-3910947
gene3566	Chromosome:3910947-3911675
gene3567	Chromosome:3911675-3913369
gene3568	Chromosome:3913380-3914534
gene3569	Chromosome:3914531-3915886
gene3570	Chromosome:3915883-3916956
gene3571	Chromosome:3916946-3917998
gene3572	Chromosome:3917998-3919200
gene3573	Chromosome:3919220-3920062
gene3574	Chromosome:3920097-3920861
gene3575	Chromosome:3921087-3922040
gene3576	Chromosome:3922065-3922256
gene3577	Chromosome:3922471-3923673
gene3578	Chromosome:3923698-3924819
gene3579	Chromosome:3924890-3926398
gene3580	Chromosome:3926569-3930714
gene3581	Chromosome:3931005-3936710
gene3582	Chromosome:3936877-3938424
gene3583	Chromosome:3938421-3939257
gene3584	Chromosome:3939617-3941761
gene3585	Chromosome:3943812-3944963
gene3586	Chromosome:3945092-3945748
gene3587	Chromosome:3945794-3950263
gene3588	Chromosome:3950824-3952470
gene3589	Chromosome:3952544-3953335
gene3590	Chromosome:3953431-3954270
gene3591	Chromosome:3954325-3955521
gene3592	Chromosome:3955550-3956260
gene3593	Chromosome:3956325-3957368
gene3594	Chromosome:3957521-3958432
gene3595	Chromosome:3958448-3959512
gene3596	Chromosome:3959529-3960713
gene3597	Chromosome:3960755-3961786
gene3598	Chromosome:3961800-3962324
gene3599	Chromosome:3962439-3963599
gene3600	Chromosome:3963605-3964054
gene3601	Chromosome:3964479-3965192
gene3602	Chromosome:3965884-3967038
gene3603	Chromosome:3967038-3967820
gene3604	Chromosome:3967817-3968944
gene3605	Chromosome:3969343-3970563
gene3606	Chromosome:3970705-3972453
gene3607	Chromosome:3972552-3973592
gene3608	Chromosome:3973589-3974500
gene3609	Chromosome:3974511-3975296
gene3610	Chromosome:3975369-3977060
gene3611	Chromosome:3977062-3977922
gene3612	Chromosome:3978059-3979498
gene3613	Chromosome:3979499-3980659
gene3614	Chromosome:3980659-3981048
gene3615	Chromosome:3981045-3981980
gene3616	Chromosome:3981977-3983140
gene3617	Chromosome:3983125-3984144
gene3618	Chromosome:3984144-3985445
gene3619	Chromosome:3985557-3986732
gene3620	Chromosome:3986844-3987299
gene3621	Chromosome:3987382-3988296
gene3622	Chromosome:3988319-3989098
gene3623	Chromosome:3989153-3989896
gene3624	Chromosome:3989896-3990774
gene3625	Chromosome:3990771-3991523
gene3626	Chromosome:3991621-3992688
gene3627	Chromosome:3992685-3994742
gene3628	Chromosome:3994830-3995699
gene3629	Chromosome:3995804-3996964
gene3630	Chromosome:3997029-3997631
gene3631	Chromosome:3997980-3999638
gene3632	Chromosome:3999647-4000435
gene3633	Chromosome:4000432-4001589
gene3634	Chromosome:4001637-4003160
gene3635	Chromosome:4003161-4004294
gene3636	Chromosome:4004291-4005250
gene3637	Chromosome:4005247-4006203
gene3638	Chromosome:4006200-4007366
gene3639	Chromosome:4007331-4008182
gene3640	Chromosome:4008167-4008433
gene3641	Chromosome:4008719-4009282
gene3642	Chromosome:4009297-4010199
gene3643	Chromosome:4010196-4011071
gene3644	Chromosome:4011086-4012270
gene3645	Chromosome:4012417-4013493
gene3646	Chromosome:4013511-4014041
gene3647	Chromosome:4014077-4016212
gene3648	Chromosome:4016484-4017083
gene3649	Chromosome:4017089-4018168
gene3650	Chromosome:4018358-4019071
gene3651	Chromosome:4019262-4020128
gene3652	Chromosome:4020142-4021383
gene3653	Chromosome:4021425-4022393
gene3654	Chromosome:4022394-4023803
gene3655	Chromosome:4023868-4024347
gene3656	Chromosome:4024344-4025039
gene3657	Chromosome:4025056-4025544
gene3658	Chromosome:4025830-4026378
gene3659	Chromosome:4026444-4027886
gene3660	Chromosome:4027891-4028967
gene3661	Chromosome:4028968-4029762
gene3662	Chromosome:4029871-4030494
gene3663	Chromosome:4030493-4031407
gene3664	Chromosome:4031404-4033158
gene3665	Chromosome:4033269-4034042
gene3666	Chromosome:4034057-4034374
gene3667	Chromosome:4034352-4035710
gene3668	Chromosome:4035857-4036684
gene3669	Chromosome:4036731-4038050
gene3670	Chromosome:4038158-4040704
gene3671	Chromosome:4040981-4041319
gene3672	Chromosome:4041423-4042940
gene3673	Chromosome:4043041-4043859
gene3674	Chromosome:4043862-4044281
gene3675	Chromosome:4044281-4045210
gene3676	Chromosome:4045207-4046118
gene3677	Chromosome:4046303-4047496
gene3678	Chromosome:4047705-4048181
gene3679	Chromosome:4048181-4048747
gene3680	Chromosome:4048744-4049145
gene3681	Chromosome:4049138-4049980
gene3682	Chromosome:4049977-4050585
gene3683	Chromosome:4050601-4052883
gene3684	Chromosome:4053518-4053847
gene3685	Chromosome:4053881-4054042
gene3686	Chromosome:4054142-4054696
gene3687	Chromosome:4054812-4055123
gene3688	Chromosome:4055197-4056375
gene3689	Chromosome:4057733-4058701
gene3690	Chromosome:4058698-4059885
gene3691	Chromosome:4059984-4060268
gene3692	Chromosome:4060295-4060591
gene3693	Chromosome:4060648-4061889
gene3694	Chromosome:4061899-4062198
gene3695	Chromosome:4062527-4063249
gene3696	Chromosome:4063254-4063904
gene3697	Chromosome:4063901-4064872
gene3698	Chromosome:4064851-4065903
gene3699	Chromosome:4065900-4067285
gene3700	Chromosome:4067423-4067911
gene3701	Chromosome:4067957-4069054
gene3702	Chromosome:4069175-4070470
gene3703	Chromosome:4070514-4071239
gene3704	Chromosome:4071236-4071580
gene3705	Chromosome:4071791-4072666
gene3706	Chromosome:4072667-4073611
gene3707	Chromosome:4073634-4075409
gene3709	Chromosome:4076984-4077730
gene3710	Chromosome:4077884-4078450
gene3711	Chromosome:4078520-4079749
gene3712	Chromosome:4079925-4080560
gene3713	Chromosome:4080571-4080765
gene3714	Chromosome:4081160-4081351
gene3715	Chromosome:4081365-4081437
gene3716	Chromosome:4081516-4082721
gene3717	Chromosome:4082807-4084456
gene3718	Chromosome:4084453-4087257
gene3719	Chromosome:4087610-4088188
gene3720	Chromosome:4088328-4088531
gene3721	Chromosome:4088781-4091096
gene3722	Chromosome:4091233-4091517
gene3723	Chromosome:4091841-4092878
gene3724	Chromosome:4093632-4093946
gene3725	Chromosome:4093940-4094527
gene3726	Chromosome:4094660-4094983
gene3727	Chromosome:4094923-4095300
gene3728	Chromosome:4095324-4095530
gene3729	Chromosome:4095540-4096115
gene3730	Chromosome:4096139-4096939
gene3731	Chromosome:4096936-4097994
gene3732	Chromosome:4098096-4099148
gene3733	Chromosome:4099386-4099478
gene3734	Chromosome:4099647-4100510
gene3735	Chromosome:4100669-4100968
gene3736	Chromosome:4101265-4102035
gene3737	Chromosome:4102032-4103678
gene3738	Chromosome:4103675-4104475
gene3739	Chromosome:4104531-4105457
gene3740	Chromosome:4105459-4107084
gene3741	Chromosome:4107792-4109747
gene3742	Chromosome:4109783-4110481
gene3743	Chromosome:4110827-4111345
gene3744	Chromosome:4111346-4112329
gene3745	Chromosome:4112322-4113515
gene3746	Chromosome:4113521-4114342
gene3747	Chromosome:4114474-4115157
gene3748	Chromosome:4115157-4115894
gene3749	Chromosome:4116002-4116379
gene3750	Chromosome:4116478-4117152
gene3751	Chromosome:4117258-4118052
gene3752	Chromosome:4118059-4118514
gene3753	Chromosome:4118530-4118691
gene3754	Chromosome:4118776-4119798
gene3755	Chromosome:4119795-4120955
gene3756	Chromosome:4121198-4121554
gene3757	Chromosome:4121916-4124348
gene3758	Chromosome:4124417-4125376
gene3759	Chromosome:4125439-4126479
gene3760	Chromosome:4126541-4126614
gene3761	Chromosome:4127295-4128725
gene3762	Chromosome:4128751-4129083
gene3763	Chromosome:4129323-4129691
gene3764	Chromosome:4129893-4130357
gene3765	Chromosome:4130357-4131712
gene3766	Chromosome:4131739-4132392
gene3767	Chromosome:4132518-4133519
gene3768	Chromosome:4133516-4134592
gene3769	Chromosome:4134726-4136048
gene3770	Chromosome:4136122-4137114
gene3771	Chromosome:4137206-4138138
gene3772	Chromosome:4138202-4139755
gene3773	Chromosome:4139805-4140242
gene3774	Chromosome:4140239-4140463
gene3775	Chromosome:4140493-4142022
gene3776	Chromosome:4142044-4142745
gene3777	Chromosome:4142748-4143920
gene3778	Chromosome:4143951-4144916
gene3779	Chromosome:4144913-4145614
gene3780	Chromosome:4145614-4146891
gene3781	Chromosome:4146888-4148186
gene3782	Chromosome:4148318-4148962
gene3783	Chromosome:4149091-4149480
gene3784	Chromosome:4149591-4149911
gene3785	Chromosome:4150030-4151040
gene3786	Chromosome:4151180-4152217
gene3787	Chromosome:4152218-4153483
gene3788	Chromosome:4153740-4155674
gene3789	Chromosome:4155740-4156729
gene3790	Chromosome:4156981-4158222
gene3791	Chromosome:4158227-4158922
gene3792	Chromosome:4158931-4159821
gene3793	Chromosome:4159889-4160500
gene3794	Chromosome:4160512-4160913
gene3795	Chromosome:4161048-4161773
gene3796	Chromosome:4161815-4162258
gene3797	Chromosome:4162306-4163718
gene3798	Chromosome:4163736-4164998
gene3799	Chromosome:4164995-4166731
gene3800	Chromosome:4166821-4168128
gene3801	Chromosome:4168154-4168281
gene3802	Chromosome:4168345-4168430
gene3803	Chromosome:4168536-4169300
gene3804	Chromosome:4170214-4171143
gene3805	Chromosome:4171421-4172614
gene3806	Chromosome:4172955-4174763
gene3807	Chromosome:4174873-4178070
gene3808	Chromosome:4178285-4180615
gene3809	Chromosome:4180680-4181720
gene3810	Chromosome:4181758-4182834
gene3811	Chromosome:4182934-4183992
gene3812	Chromosome:4184012-4184512
gene3813	Chromosome:4184526-4185890
gene3814	Chromosome:4186089-4186577
gene3815	Chromosome:4186634-4187695
gene3816	Chromosome:4187699-4189288
gene3817	Chromosome:4189285-4190232
gene3818	Chromosome:4190284-4190517
gene3819	Chromosome:4190833-4192179
gene3820	Chromosome:4192179-4192853
gene3821	Chromosome:4192850-4193245
gene3822	Chromosome:4193391-4195373
gene3823	Chromosome:4195440-4195802
gene3824	Chromosome:4195886-4196098
gene3825	Chromosome:4196171-4196506
gene3826	Chromosome:4196724-4197107
gene3827	Chromosome:4197236-4197595
gene3828	Chromosome:4197628-4198137
gene3829	Chromosome:4198205-4198597
gene3830	Chromosome:4199131-4199217
gene3831	Chromosome:4199247-4199705
gene3832	Chromosome:4199721-4200221
gene3833	Chromosome:4200421-4201326
gene3834	Chromosome:4201289-4201888
gene3835	Chromosome:4201894-4202613
gene3836	Chromosome:4202610-4203299
gene3837	Chromosome:4203287-4204417
gene3838	Chromosome:4204426-4205373
gene3839	Chromosome:4205538-4205840
gene3840	Chromosome:4205862-4206917
gene3841	Chromosome:4206996-4208876
gene3842	Chromosome:4209047-4209526
gene3843	Chromosome:4209582-4211009
gene3844	Chromosome:4211080-4211784
gene3845	Chromosome:4212293-4212982
gene3846	Chromosome:4212996-4213940
gene3847	Chromosome:4214070-4214429
gene3848	Chromosome:4214615-4214887
gene3849	Chromosome:4215200-4215775
gene3850	Chromosome:4216404-4216730
gene3851	Chromosome:4216865-4216937
gene3852	Chromosome:4216968-4217056
gene3853	Chromosome:4217134-4218195
gene3854	Chromosome:4218241-4218825
gene3855	Chromosome:4218849-4219673
gene3856	Chromosome:4219685-4220932
gene3857	Chromosome:4221089-4222648
