CP003351.2	CP003351:1-1335
CP003351.5561	CP003351:2793566-2794000
CP003351.5563	CP003351:2794001-2794708
CP003351.5565	CP003351:2794698-2794988
CP003351.5567	CP003351:2795247-2796431
CP003351.5569	CP003351:2796428-2796565
CP003351.5571	CP003351:2797311-2799221
CP003351.5573	CP003351:2799562-2800065
CP003351.5575	CP003351:2800125-2800514
CP003351.5577	CP003351:2800501-2802948
CP003351.5579	CP003351:2802953-2805076
CP003351.5581	CP003351:2805073-2806077
CP003351.5583	CP003351:2806096-2807007
CP003351.5585	CP003351:2807667-2807882
CP003351.5587	CP003351:2808644-2810083
CP003351.5589	CP003351:2810670-2811302
CP003351.5591	CP003351:2811651-2813054
CP003351.5593	CP003351:2813166-2814509
CP003351.5595	CP003351:2814643-2819580
CP003351.5597	CP003351:2820197-2820631
CP003351.5599	CP003351:2820648-2821559
CP003351.5601	CP003351:2821562-2821852
CP003351.5603	CP003351:2822546-2822932
CP003351.5605	CP003351:2823026-2823217
CP003351.5607	CP003351:2823973-2824167
CP003351.5609	CP003351:2824790-2824978
CP003351.5611	CP003351:2825003-2826130
CP003351.5613	CP003351:2826371-2827987
CP003351.5615	CP003351:2828105-2828323
CP003351.5617	CP003351:2829172-2829411
CP003351.5619	CP003351:2829435-2830958
CP003351.5621	CP003351:2830976-2831098
CP003351.5623	CP003351:2831128-2832111
CP003351.5625	CP003351:2832135-2832284
CP003351.5627	CP003351:2832305-2832682
CP003351.5629	CP003351:2832714-2832893
CP003351.5631	CP003351:2832908-2833177
CP003351.5633	CP003351:2833700-2835343
CP003351.5635	CP003351:2835604-2836797
CP003351.5637	CP003351:2836881-2837081
CP003351.5639	CP003351:2837505-2837738
CP003351.5641	CP003351:2837745-2838176
CP003351.5643	CP003351:2838763-2839371
CP003351.5645	CP003351:2839377-2840405
CP003351.5647	CP003351:2840398-2841369
CP003351.5649	CP003351:2841366-2842193
CP003351.5651	CP003351:2842211-2843017
CP003351.5653	CP003351:2843188-2844531
CP003351.5655	CP003351:2844534-2845193
CP003351.5657	CP003351:2846136-2846321
CP003351.5659	CP003351:2846466-2846837
CP003351.5661	CP003351:2847095-2847424
CP003351.5663	CP003351:2847385-2848713
CP003351.5665	CP003351:2848695-2849081
CP003351.5667	CP003351:2849264-2849500
CP003351.5669	CP003351:2849800-2850003
CP003351.5671	CP003351:2850007-2850951
CP003351.5673	CP003351:2850952-2854872
CP003351.5675	CP003351:2855021-2857102
CP003351.5677	CP003351:2857099-2858328
CP003351.5679	CP003351:2858318-2858569
CP003351.5681	CP003351:2858592-2860583
CP003351.5683	CP003351:2860615-2863014
CP003351.5685	CP003351:2863380-2863922
CP003351.5687	CP003351:2863953-2864816
CP003351.5689	CP003351:2864908-2865123
CP003351.5691	CP003351:2865200-2867008
CP003351.5693	CP003351:2867005-2867481
CP003351.5695	CP003351:2867556-2867768
CP003351.5697	CP003351:2867790-2868989
CP003351.5699	CP003351:2869185-2870996
CP003351.5701	CP003351:2871106-2871675
CP003351.5703	CP003351:2871693-2873108
CP003351.5705	CP003351:2873119-2873787
CP003351.5707	CP003351:2873918-2874436
CP003351.5709	CP003351:2874711-2874803
CP003351.5711	CP003351:2874833-2875066
CP003351.5713	CP003351:2875081-2876031
CP003351.5715	CP003351:2876028-2876870
CP003351.5717	CP003351:2877192-2878379
CP003351.5719	CP003351:2878471-2879211
CP003351.5721	CP003351:2880129-2881355
CP003351.5723	CP003351:2881444-2881836
CP003351.5725	CP003351:2881852-2882295
CP003351.5727	CP003351:2882814-2883281
CP003351.5729	CP003351:2883401-2884939
CP003351.5731	CP003351:2885019-2885705
CP003351.5733	CP003351:2885906-2886433
CP003351.5735	CP003351:2886517-2887194
CP003351.5737	CP003351:2887191-2888321
CP003351.5739	CP003351:2888321-2890504
CP003351.5741	CP003351:2890501-2891526
CP003351.5743	CP003351:2891571-2892398
CP003351.5745	CP003351:2892395-2893462
CP003351.5747	CP003351:2893488-2894324
CP003351.5749	CP003351:2894321-2895190
CP003351.5751	CP003351:2895260-2896543
CP003351.5753	CP003351:2896557-2898242
CP003351.5755	CP003351:2898517-2899542
CP003351.5757	CP003351:2900137-2903790
CP003351.5759	CP003351:2903869-2907486
CP003351.5761	CP003351:2908214-2909182
CP003351.5763	CP003351:2909200-2910105
CP003351.5765	CP003351:2910102-2910908
CP003351.5767	CP003351:2911065-2912033
CP003351.5769	CP003351:2912350-2912874
CP003351.5771	CP003351:2913161-2915143
CP003351.5773	CP003351:2915298-2916284
CP003351.5775	CP003351:2916307-2916873
CP003351.5777	CP003351:2916887-2917303
CP003351.5779	CP003351:2917760-2919694
CP003351.5781	CP003351:2919975-2920931
CP003351.5783	CP003351:2921021-2922124
CP003351.5785	CP003351:2922137-2923090
CP003351.5787	CP003351:2924025-2925371
CP003351.5789	CP003351:2925505-2926755
CP003351.5791	CP003351:2926764-2927687
CP003351.5793	CP003351:2927908-2930400
CP003351.5795	CP003351:2930407-2930874
CP003351.5797	CP003351:2931007-2931083
CP003351.5799	CP003351:2931140-2931213
CP003351.5801	CP003351:2931234-2931309
CP003351.5803	CP003351:2931319-2931404
CP003351.5805	CP003351:2931421-2931492
CP003351.5807	CP003351:2931502-2931577
CP003351.5809	CP003351:2931593-2931676
CP003351.5811	CP003351:2931682-2931756
CP003351.5813	CP003351:2931758-2931832
CP003351.5815	CP003351:2931844-2931958
CP003351.5817	CP003351:2932055-2934967
CP003351.5819	CP003351:2935417-2936964
CP003351.5821	CP003351:2937713-2938402
CP003351.5823	CP003351:2938389-2939597
CP003351.5825	CP003351:2939891-2941162
CP003351.5827	CP003351:2941711-2943195
CP003351.5829	CP003351:2943700-2944395
CP003351.5831	CP003351:2944485-2945786
CP003351.5833	CP003351:2945807-2946697
CP003351.5835	CP003351:2946684-2947451
CP003351.5837	CP003351:2947463-2948176
CP003351.5839	CP003351:2948408-2950309
CP003351.5841	CP003351:2950326-2951723
CP003351.5843	CP003351:2952067-2952405
CP003351.5845	CP003351:2952573-2953331
CP003351.5847	CP003351:2953349-2954167
CP003351.5849	CP003351:2954164-2954520
CP003351.5851	CP003351:2954638-2954772
